FID,fid,the_geom,id,site_name,continent,country,latitude,longitude,year_opera,year_shut_,main_mar_t,specific_m,link_to_do,influent_s,final_use,main_objec,reference_
Global_MAR_Inventory.604,604,POINT (138.535684 -34.9534022),662,Adelaide Airport,Oceania,Australia,-34.9534022,138.535684,2013,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""http://swharvesting.waterdata.com.au/%28A%28jx-unXtD0QEkAAAAODViM2RlNDctNjI3NC00NzM0LWI2NjQtMTAwNzYzODVjYzdjga73eTGbUyvYdkLiXhIGo1eWspk1%29%29/Pages/Scheme.aspx?id=15&catchmentid=3"" target=""_blank"">Government of South Australia. 2015. Airport -"
Global_MAR_Inventory.605,605,POINT (138.6094452 -34.9161354),663,Adelaide Botanics Garden,Oceania,Australia,-34.9161354,138.6094452,2013,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""http://202020vision.com.au/project/?id=264"" target=""_blank"">Pitman, S. 2015. Adelaide Botanic Garden First Creek Wetland. 202020 Vision. http://202020vision.com.au/project/?id=264 (accessed April 26, 2015).</a>"
Global_MAR_Inventory.606,606,POINT (138.665145 -34.675922),664,Andrews Farm (Stebonheath Park),Oceania,Australia,-34.675922,138.665145,1992,1996,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"Gerges, N. Z. 2000. Recycling of Surface Water in Adelaide and Northern Adelaide Plains. In Proceedings of “ABC’s of Groundwater”, South Australia, October 2000. South Australia. http://www.sapo.org.au/pub/pub461.html."
Global_MAR_Inventory.607,607,POINT (138.6013319 -34.8093112),665,Greenfields Wetlands,Oceania,Australia,-34.8093112,138.6013319,2008,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,no data,"<a href=""http://www.goyderinstitute.org/_r113/media/system/attrib/file/104/Public%20Health%20Risk%20Assessment%20Final%20Report%20June%202014%20%282%29.pdf"" target=""_blank"">Page, D., D. González, P. Dillion, J. Vanderzalm, G. Vadakattu, S. Toze, J. Sidh"
Global_MAR_Inventory.608,608,POINT (138.5427889 -34.9780389),666,Morphettville Racecourse,Oceania,Australia,-34.9780389,138.5427889,2003,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""https://www.morphettville.com.au/files/64_amlr-media-morphettville_9_4_08_2.pdf?v=493"" target=""_blank"">Inman, J. Media Release. 2008. Western Wetland and Outstanding Succes, April 21. https://www.google.de/search?q=STAGE+2+VIABILITY+ASSESSMENT+F"
Global_MAR_Inventory.609,609,POINT (138.5471397 -34.9973769),667,Oaklands Wetland,Oceania,Australia,-34.9973769,138.5471397,2013,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""https://www.marion.sa.gov.au/things-to-do/wetlands/oaklands-wetland"" target=""_blank"">City of Marion. 2015. Oaklands Wetland Background and Functionality. https://www.marion.sa.gov.au/things-to-do/wetlands/oaklands-wetland (accessed October 14, 2"
Global_MAR_Inventory.610,610,POINT (138.57417 -35.093027),668,The Vines Golf Course,Oceania,Australia,-35.093027,138.57417,2002,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""https://www.waterconnect.sa.gov.au/Content/Publications/DEWNR/dwlbc_report_2004_47.pdf"" target=""_blank"">Hodgkin, T. 2004. Aquifer Storage Capacities of the Adelaide Region. 2004/47. DWLBC. Adelaide, Australia: Department of Water, Land and Biodi"
Global_MAR_Inventory.611,611,POINT (138.66977 -34.87985),669,Unity Park/Pooraka,Oceania,Australia,-34.87985,138.66977,2011,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""http://www.goyderinstitute.org/_r113/media/system/attrib/file/104/Public%20Health%20Risk%20Assessment%20Final%20Report%20June%202014%20%282%29.pdf"" target=""_blank"">Page, D., D. González, P. Dillion, J. Vanderzalm, G. Vadakattu, S. Toze, J. Sidh"
Global_MAR_Inventory.612,612,POINT (138.526311 -34.9617894),670,Glenelg Golf Course,Oceania,Australia,-34.9617894,138.526311,2011,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"Adelaide and Mount Lofty Ranges Natural Resources Management Board. 2011. Metropolitan Adelaide Major Irrigators Stormwater Reuse Project. Final Report. Adelaide, Australia: Australien Government - Department of the Environment. https://www.environment.g"
Global_MAR_Inventory.613,613,POINT (138.502979 -34.884992),671,Grange Golf Club,Oceania,Australia,-34.884992,138.502979,2008,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""www.bardavcol.com.au/project_pdfs/GrangeGolfClub.pdf"" target=""_blank"">Bardavcol Pty Ltd. 2015. Grange Golf Club Wetlands & ASR Scheme. www.bardavcol.com.au/project_pdfs/GrangeGolfClub.pdf (accessed October 25, 2015).</a>"
Global_MAR_Inventory.614,614,POINT (138.715042 -34.633665),672,Evanston South,Oceania,Australia,-34.633665,138.715042,-9999,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""http://swharvesting.waterdata.com.au/pages/Scheme.aspx?id=81&catchmentid=17"" target=""_blank"">Government of South Australia. 2015. Evanston South. Adelaide & Mount Lofty Ranges Urban Stormwater Harvesting Sub-Catchments. http://swharvesting.water"
Global_MAR_Inventory.615,615,POINT (138.685288 -34.717029),673,Olive Grove (Adams Creek),Oceania,Australia,-34.717029,138.685288,2007,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""http://swharvesting.waterdata.com.au/Pages/Scheme.aspx?id=7&catchmentid=1"" target=""_blank"">Government of South Australia. 2015. Olive Grove. Adelaide & Mount Lofty Ranges Urban Stormwater Harvesting Sub-Catchments. http://swharvesting.waterdata."
Global_MAR_Inventory.616,616,POINT (138.559448 -34.731404),674,Bolivar,Oceania,Australia,-34.731404,138.559448,1999,2010,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Reclaimed wastewater,Domestic,Maximize Natural Storage,"<a href=""http://www.clw.csiro.au/publications/waterforahealthycountry/2010/wfhc-bolivar-asr.pdf"" target=""_blank"">Barry, K., J. L. Vanderzalm, P. Pavelic, R. Regel, R. May, P. J. Dillon, J. Sidhu, and K. Levett. 2010. Bolivar Reclaimed Water Aquifer Stora"
Global_MAR_Inventory.617,617,POINT (140.7788041 -37.8263533),675,Mount Gambier,Oceania,Australia,-37.8263533,140.7788041,1880,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,no data,"<a href=""http://www.clw.csiro.au/publications/waterforahealthycountry/2010/wfhc-MAR-case-study-risk-assessments.pdf"" target=""_blank"">Page, D., P. Dillion, J. Vanderzalm, E. Bekele, K. Barry, K. Miotlinski, and K. Levett. 2010. Managed Aquifer Recharge Ca"
Global_MAR_Inventory.618,618,POINT (138.48209 -35.289684),676,Aldinga wastewater storage and recovery scheme,Oceania,Australia,-35.289684,138.48209,2010,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Reclaimed wastewater,Agricultural,Ecological Benefits,"<a href=""http://www.apci.com.au/case_studies/aldinga_managed_aquifer_recharge"" target=""_blank"">APC Integration. 2015. Aldinga Managed Aquifer Recharge. Case Studies. http://www.apci.com.au/case_studies/aldinga_managed_aquifer_recharge (accessed April 23,"
Global_MAR_Inventory.619,619,POINT (139.0649091 -35.3001429),677,Angas – Bremer,Oceania,Australia,-35.3001429,139.0649091,1970,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Agricultural,Physical Aquifer Management,"<a href=""http://horizon.documentation.ird.fr/exl-doc/pleins_textes/divers15-11/010049747.pdf"" target=""_blank"">Dillion, P., I. Gale, S. Contreras, P. Pavelic, R. Evans, and J. Ward. 2009. Managing Aquifer Recharge and Discharge to Sustain Irrigation Livel"
Global_MAR_Inventory.620,620,POINT (138.7540464 -34.568604),678,Gully Winds,Oceania,Australia,-34.568604,138.7540464,1995,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Agricultural,Maximize Natural Storage,"<a href=""http://webarchive.nla.gov.au/gov/20160615090454/http://archive.nwc.gov.au/library/waterlines/45"" target=""_blank"">GHD Pty. Ltd, and AGT Pty. Ltd. 2011. Feasibility of Managed Aquifer Recharge for Agriculture. 45. Waterlines Report Series. Canberr"
Global_MAR_Inventory.621,621,POINT (138.5101 -34.896456),679,Royal Adelaide Golf Club,Oceania,Australia,-34.896456,138.5101,2011,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"Adelaide and Mount Lofty Ranges Natural Resources Management Board. 2011. Metropolitan Adelaide Major Irrigators Stormwater Reuse Project. Final Report. Adelaide, Australia: Australien Government - Department of the Environment. https://www.environment.g"
Global_MAR_Inventory.622,622,POINT (138.6271309 -34.858292),680,Northfield/Northgate,Oceania,Australia,-34.858292,138.6271309,2001,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""https://books.google.nl/books?id=rQcJOSPciDkC&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false"" target=""_blank"">Dillion, P. 2002. Banking of Stormwater, Reclaimed Water and Potable Water in Aquifers. In Sustainable Developme"
Global_MAR_Inventory.623,623,POINT (138.628719 -34.856112),681,Northgate Expansion,Oceania,Australia,-34.856112,138.628719,-9999,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,no data,no data,"<a href=""http://swharvesting.waterdata.com.au/pages/Scheme.aspx?id=13&catchmentid=2"" target=""_blank"">Government of South Australia. 2015. Northgate Expansion. Adelaide & Mount Lofty Ranges Urban Stormwater Harvesting Sub-Catchments. http://swharvesting.w"
Global_MAR_Inventory.624,624,POINT (138.699468 -34.799446),682,Wynn Vale Dam,Oceania,Australia,-34.799446,138.699468,2009,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""http://swharvesting.waterdata.com.au/pages/Scheme.aspx?id=36&catchmentid=5"" target=""_blank"">Government of South Australia. 2015. Wynn Vale Dam. Adelaide & Mount Lofty Ranges Urban Stormwater Harvesting Sub-Catchments. http://swharvesting.waterda"
Global_MAR_Inventory.625,625,POINT (138.638733 -34.857654),683,Regent Gardens/ Roy Amer Reserve,Oceania,Australia,-34.857654,138.638733,1993,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,no data,"Gerges, N. Z. 2000. Recycling of Surface Water in Adelaide and Northern Adelaide Plains. In Proceedings of “ABC’s of Groundwater”, South Australia, October 2000. South Australia. http://www.sapo.org.au/pub/pub461.html."
Global_MAR_Inventory.626,626,POINT (138.542125 -35.010864),684,St. Elizabeth Church,Oceania,Australia,-35.010864,138.542125,1998,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Maximize Natural Storage,"Argue, J. R., and D. Pezzaniti. 1999. Catchment “greening” using Stormwater in Adelaide, South Australia. Water Science and Technology 39 (2): 177–183. doi:10.1016/S0273-1223(99)00036-0."
Global_MAR_Inventory.627,627,POINT (138.717997 -34.781838),685,Satsuma,Oceania,Australia,-34.781838,138.717997,2007,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Management of Water Distribution Systems,"<a href=""http://swharvesting.waterdata.com.au/pages/Scheme.aspx?id=33&catchmentid=5"" target=""_blank"">Government of South Australia. 2015. Satsuma. Adelaide & Mount Lofty Ranges Urban Stormwater Harvesting Sub-Catchments. http://swharvesting.waterdata.com"
Global_MAR_Inventory.628,628,POINT (138.686308 -34.82274),686,Solandra,Oceania,Australia,-34.82274,138.686308,2007,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Management of Water Distribution Systems,"<a href=""http://swharvesting.waterdata.com.au/pages/Scheme.aspx?id=34&catchmentid=5"" target=""_blank"">Government of South Australia. 2015. Solandra. Adelaide & Mount Lofty Ranges Urban Stormwater Harvesting Sub-Catchments. http://swharvesting.waterdata.co"
Global_MAR_Inventory.629,629,POINT (138.7293378 -34.8035991),687,Tea Tree Gully Golf Course,Oceania,Australia,-34.8035991,138.7293378,2007,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""http://swharvesting.waterdata.com.au/pages/Scheme.aspx?id=35&catchmentid=5"" target=""_blank"">Government of South Australia. 2015. Tea Tree Gully Golf Course. Adelaide & Mount Lofty Ranges Urban Stormwater Harvesting Sub-Catchments. http://swharve"
Global_MAR_Inventory.630,630,POINT (138.729286 -34.774361),688,Harpers Field,Oceania,Australia,-34.774361,138.729286,-9999,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Domestic,Management of Water Distribution Systems,"<a href=""http://www.salisbury.sa.gov.au/Live/Environment_and_Sustainability/Wetlands_and_Water/Current_and_future_projects/Waterproofing_Northern_Adelaide."" target=""_blank"">Pitmann, C., C. Kaufmann, P. Fairlie-Jones, and S. Hains. 2010. Waterproofing Nor"
Global_MAR_Inventory.631,631,POINT (138.695693 -34.810455),689,Kingfisher,Oceania,Australia,-34.810455,138.695693,2007,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""http://swharvesting.waterdata.com.au/pages/Scheme.aspx?id=28&catchmentid=5"" target=""_blank"">Government of South Australia. 2015. Kingfisher. Adelaide & Mount Lofty Ranges Urban Stormwater Harvesting Sub-Catchments. http://swharvesting.waterdata."
Global_MAR_Inventory.632,632,POINT (138.693423 -34.869602),690,Max Amber Sportsfield/Torrens Valley Sportsfield,Oceania,Australia,-34.869602,138.693423,2003,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Domestic,Ecological Benefits,"<a href=""http://www.campbelltown.sa.gov.au/page.aspx?u=1947"" target=""_blank"">Campbelltown City Council. 2015. Aquifer Storage and Recovery. http://www.campbelltown.sa.gov.au/page.aspx?u=1947 (accessed June 1, 2015).</a>"
Global_MAR_Inventory.633,633,POINT (138.576503 -34.893601),691,New Brompton Estate,Oceania,Australia,-34.893601,138.576503,1991,-9999,Rainwater and Run-off Harvesting,Rooftop Rainwater Harvesting,"<a href=""https://inowas.com/mar-methods/rooftop-rainwater-harvesting/"" target=""_blank"">Rooftop rainwater harvesting</a>",Storm water,Domestic,Ecological Benefits,"Gerges, N. Z. 2000. Recycling of Surface Water in Adelaide and Northern Adelaide Plains. In Proceedings of “ABC’s of Groundwater”, South Australia, October 2000. South Australia. http://www.sapo.org.au/pub/pub461.html."
Global_MAR_Inventory.634,634,POINT (138.5818388 -34.8996161),692,Parfit Square,Oceania,Australia,-34.8996161,138.5818388,1997,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"Water Proofing Adelaide: Exploring the Issues - a Discussion Paper. 2004. Adelaide, Australia. http://www.sapo.org.au/binary/binary984/Waterproofing.pdf."
Global_MAR_Inventory.671,671,POINT (150.4731092 -24.3467283),729,Callide Weir (Callide Valley),Oceania,Australia,-24.3467283,150.4731092,1992,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Maximize Natural Storage,"Redlich, H. 2011. Submissions On Behalf Of Sunwater Limited (And Burnett Water Pty Ltd). SNWQ.001.001.0005. Brisbane: Queensland floods commission of inquiry. www.floodcommission.qld.gov.au/__data/assets/file/0005/5954/Sunwater_and_Burnett_Water.pdf."
Global_MAR_Inventory.635,635,POINT (138.532472 -34.867525),693,Cheltenham Racecourse,Oceania,Australia,-34.867525,138.532472,2012,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""http://swharvesting.waterdata.com.au/pages/Scheme.aspx?id=55&catchmentid=11"" target=""_blank"">Government of South Australia. 2015. Cheltenham Racecourse. Adelaide & Mount Lofty Ranges Urban Stormwater Harvesting Sub-Catchments. http://swharvestin"
Global_MAR_Inventory.636,636,POINT (138.674906 -34.66836),694,Munno Para West,Oceania,Australia,-34.66836,138.674906,2009,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""http://swharvesting.waterdata.com.au/pages/Scheme.aspx?id=82&catchmentid=17 "" target=""_blank"">Government of South Australia. 2015. Munno Para West. Adelaide & Mount Lofty Ranges Urban Stormwater Harvesting Sub-Catchments. http://swharvesting.wat"
Global_MAR_Inventory.637,637,POINT (138.6026621 -34.961318),695,Heywood Park,Oceania,Australia,-34.961318,138.6026621,2013,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""http://www.goyderinstitute.org/_r100/media/system/attrib/file/91/WSUD_Task%201_Report_WSUD%20Inventory_final%20for%20web.pdf"" target=""_blank"">Myers, B., P. Chacko, G. Tjandraatmadja, S. Cook, S. Umapathi, D. Pezzaniti, and A. K. Sharma. 2013. Th"
Global_MAR_Inventory.638,638,POINT (138.616893 -34.967399),696,Kingswood,Oceania,Australia,-34.967399,138.616893,2003,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Domestic,Ecological Benefits,"<a href=""http://www.clw.csiro.au/publications/waterforahealthycountry/2010/wfhc-MAR-case-study-risk-assessments.pdf"" target=""_blank"">Page, D., P. Dillion, J. Vanderzalm, E. Bekele, K. Barry, K. Miotlinski, and K. Levett. 2010. Managed Aquifer Recharge Ca"
Global_MAR_Inventory.639,639,POINT (70.542695 40.377012),697,Isfara aquifer,Asia,Uzbekistan,40.377012,70.542695,2010,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Domestic,Maximize Natural Storage,"Karimov, A., A. Mavlonov, F. Miryusupov, I. Gracheva, V. Borisov, and B. Abdurahmonov. 2012. Modelling Policy Alternatives toward Managed Aquifer Recharge in the Fergana Valley, Central Asia. Water International 37 (4): 380–394. doi:10.1080/02508060.20"
Global_MAR_Inventory.640,640,POINT (71.032182 40.3106),698,Sokh aquifer,Asia,Uzbekistan,40.3106,71.032182,2010,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Domestic,Maximize Natural Storage,"Karimov, A., A. Mavlonov, F. Miryusupov, I. Gracheva, V. Borisov, and B. Abdurahmonov. 2012. Modelling Policy Alternatives toward Managed Aquifer Recharge in the Fergana Valley, Central Asia. Water International 37 (4): 380–394. doi:10.1080/02508060.20"
Global_MAR_Inventory.641,641,POINT (138.7206319 -34.7537319),699,Little Para Dam,Oceania,Australia,-34.7537319,138.7206319,1979,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Ecological,Maximize Natural Storage,"<a href=""http://webarchive.nla.gov.au/gov/20160615084940/http://archive.nwc.gov.au/library/waterlines/73"" target=""_blank"">Parsons, S., P. Dillon, E. Irvine, G. Holland, and C. Kaufman. 2012. Progress in Managed Aquifer Recharge in Australia. Waterlines R"
